ISO3,Country,Dataset,Source,Type,Access,TemporalStart,TemporalEnd,Frequency,Coverage
STP,Sao Tome and Principe,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
STP,Sao Tome and Principe,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
STP,Sao Tome and Principe,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SAU,Saudi Arabia,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SAU,Saudi Arabia,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SAU,Saudi Arabia,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SAU,Saudi Arabia,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SAU,Saudi Arabia,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SAU,Saudi Arabia,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SAU,Saudi Arabia,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SAU,Saudi Arabia,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SAU,Saudi Arabia,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SAU,Saudi Arabia,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SAU,Saudi Arabia,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SEN,Senegal,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SEN,Senegal,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SEN,Senegal,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SEN,Senegal,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SEN,Senegal,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SEN,Senegal,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SEN,Senegal,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SEN,Senegal,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SEN,Senegal,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SEN,Senegal,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SEN,Senegal,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SRB,Serbia,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SRB,Serbia,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SRB,Serbia,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SRB,Serbia,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SRB,Serbia,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SRB,Serbia,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SRB,Serbia,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SRB,Serbia,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SRB,Serbia,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SRB,Serbia,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SRB,Serbia,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SYC,Seychelles,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SYC,Seychelles,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SYC,Seychelles,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SYC,Seychelles,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SYC,Seychelles,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SYC,Seychelles,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SYC,Seychelles,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SYC,Seychelles,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SYC,Seychelles,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SYC,Seychelles,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SYC,Seychelles,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SLE,Sierra Leone,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SLE,Sierra Leone,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SLE,Sierra Leone,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SLE,Sierra Leone,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SLE,Sierra Leone,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SLE,Sierra Leone,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SLE,Sierra Leone,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SLE,Sierra Leone,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SLE,Sierra Leone,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SLE,Sierra Leone,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SLE,Sierra Leone,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SGP,Singapore,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SGP,Singapore,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SGP,Singapore,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SGP,Singapore,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SGP,Singapore,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SGP,Singapore,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SGP,Singapore,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SGP,Singapore,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SGP,Singapore,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SGP,Singapore,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SGP,Singapore,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SXM,Sint Maarten (Dutch part),Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SXM,Sint Maarten (Dutch part),ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SXM,Sint Maarten (Dutch part),Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SXM,Sint Maarten (Dutch part),Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SXM,Sint Maarten (Dutch part),OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SXM,Sint Maarten (Dutch part),WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SXM,Sint Maarten (Dutch part),WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SXM,Sint Maarten (Dutch part),FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SXM,Sint Maarten (Dutch part),USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SXM,Sint Maarten (Dutch part),NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SXM,Sint Maarten (Dutch part),LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SVK,Slovakia,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SVK,Slovakia,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SVK,Slovakia,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SVK,Slovakia,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SVK,Slovakia,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SVK,Slovakia,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SVK,Slovakia,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SVK,Slovakia,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SVK,Slovakia,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SVK,Slovakia,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SVK,Slovakia,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SVN,Slovenia,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SVN,Slovenia,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SVN,Slovenia,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SVN,Slovenia,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SVN,Slovenia,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SVN,Slovenia,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SVN,Slovenia,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SVN,Slovenia,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SVN,Slovenia,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SVN,Slovenia,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SVN,Slovenia,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SLB,Solomon Islands,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SLB,Solomon Islands,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SLB,Solomon Islands,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SLB,Solomon Islands,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SLB,Solomon Islands,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SLB,Solomon Islands,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SLB,Solomon Islands,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SLB,Solomon Islands,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SLB,Solomon Islands,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SLB,Solomon Islands,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SLB,Solomon Islands,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SOM,Somalia,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SOM,Somalia,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SOM,Somalia,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SOM,Somalia,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SOM,Somalia,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SOM,Somalia,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SOM,Somalia,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SOM,Somalia,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SOM,Somalia,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SOM,Somalia,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SOM,Somalia,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
ZAF,South Africa,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
ZAF,South Africa,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
ZAF,South Africa,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
ZAF,South Africa,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
ZAF,South Africa,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
ZAF,South Africa,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
ZAF,South Africa,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
ZAF,South Africa,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
ZAF,South Africa,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
ZAF,South Africa,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
ZAF,South Africa,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SGS,South Georgia and the South Sandwich Islands,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SGS,South Georgia and the South Sandwich Islands,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SGS,South Georgia and the South Sandwich Islands,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SGS,South Georgia and the South Sandwich Islands,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SGS,South Georgia and the South Sandwich Islands,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SGS,South Georgia and the South Sandwich Islands,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SGS,South Georgia and the South Sandwich Islands,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SGS,South Georgia and the South Sandwich Islands,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SGS,South Georgia and the South Sandwich Islands,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SGS,South Georgia and the South Sandwich Islands,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SGS,South Georgia and the South Sandwich Islands,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SSD,South Sudan,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SSD,South Sudan,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SSD,South Sudan,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SSD,South Sudan,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SSD,South Sudan,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SSD,South Sudan,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SSD,South Sudan,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SSD,South Sudan,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SSD,South Sudan,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SSD,South Sudan,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SSD,South Sudan,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
ESP,Spain,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
ESP,Spain,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
ESP,Spain,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
ESP,Spain,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
ESP,Spain,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
ESP,Spain,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
ESP,Spain,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
ESP,Spain,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
ESP,Spain,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
ESP,Spain,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
ESP,Spain,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
LKA,Sri Lanka,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
LKA,Sri Lanka,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
LKA,Sri Lanka,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
LKA,Sri Lanka,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
LKA,Sri Lanka,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
LKA,Sri Lanka,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
LKA,Sri Lanka,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
LKA,Sri Lanka,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
LKA,Sri Lanka,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
LKA,Sri Lanka,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
LKA,Sri Lanka,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SDN,Sudan,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SDN,Sudan,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SDN,Sudan,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SDN,Sudan,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SDN,Sudan,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SDN,Sudan,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SDN,Sudan,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SDN,Sudan,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SDN,Sudan,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SDN,Sudan,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SDN,Sudan,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SUR,Suriname,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SUR,Suriname,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SUR,Suriname,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SUR,Suriname,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SUR,Suriname,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SUR,Suriname,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SUR,Suriname,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SUR,Suriname,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SUR,Suriname,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SUR,Suriname,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SUR,Suriname,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SJM,Svalbard and Jan Mayen,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SJM,Svalbard and Jan Mayen,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SJM,Svalbard and Jan Mayen,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SJM,Svalbard and Jan Mayen,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SJM,Svalbard and Jan Mayen,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SJM,Svalbard and Jan Mayen,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SJM,Svalbard and Jan Mayen,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SJM,Svalbard and Jan Mayen,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SJM,Svalbard and Jan Mayen,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SJM,Svalbard and Jan Mayen,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SJM,Svalbard and Jan Mayen,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SWE,Sweden,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SWE,Sweden,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SWE,Sweden,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SWE,Sweden,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SWE,Sweden,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SWE,Sweden,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SWE,Sweden,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SWE,Sweden,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SWE,Sweden,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SWE,Sweden,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SWE,Sweden,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
